ID,Carats,Cert,Clarity,Color,Cut,Depth,Fluroescence,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Price,Retail,Proj Profit,Profit Perc
9004,2.5,AGSL,SI1,I,Excellent,62,Strong,,8.66x8.73x5.39,Excellent,Russia,Round,Excellent,59,4,,"$27,758","$47,560","$19,802",71%
9007,1.71,AGSL,VS2,H,Excellent,62.6,,,7.59x7.61x4.76,Excellent,Russia,Radiant,Very good,,4,,"$17,855","$26,315","$8,460",47%
9013,2.02,AGSL,SI2,H,Very good,61.7,,,8.01x8.04x4.96,Excellent,Russia,Round,Very good,57,2,,"$20,119","$23,078","$2,959",15%
9015,2.02,AGSL,SI2,J,Excellent,62.2,Faint,,8.07x8.09x5.03,Excellent,Angola,Round,Excellent,57,2,,"$21,170","$13,437","-$7,734",-37%
9028,1.26,AGSL,SI1,F,Excellent,61.8,None,,6.93x6.96x4.29,Excellent,Russia,Marwuise,Excellent,58,2,"$11,282","$10,256","$19,165","$8,909",87%
9036,0.7,AGSL,SI1,D,Very good,63.8,None,,5.56x5.6x3.56,Very good,Russia,Emerald,Very good,58,1,,"$3,115","$5,230","$2,115",68%
9040,1.56,GemEx,VS1,I,Excellent,62.1,None,,7.41x7.46x4.62,Excellent,DR Congo,Oval ,Excellent,56,4,,"$16,146","$20,914","$4,769",30%
9042,1.56,AGSL,SI2,E,Excellent,62.3,None,,7.37x7.69x4.6,Excellent,Russia,Marquise,Excellent,57,4,,"$16,119","$22,749","$6,630",41%
9048,1.54,AGSL,SI1,G,Excellent,61.2,None,,7.43x7.49x4.57,Excellent,DR Congo,Round,Excellent,56,2,,"$16,001","$24,426","$8,426",53%
9054,1.54,AGSL,SI1,H,Excellent,62.5,,,7.35x7.38x4.6,Excellent,Canada,Oval,Excellent,57,3,,"$14,149","$19,946","$5,797",41%
9056,1.3,AGSL,VS1,J,Excellent,59.9,None,,7.09x7.1x4.25,Excellent,Russia,Princess,Excellent,,3,,"$8,227","$13,632","$5,405",66%
9057,3.5,AGSL,VVS2,I,Very good,63.3,Faint,,9.59x9.65x6.09,Excellent,Russia,Round,Very good,58,2,,"$111,235","$145,680","$34,445",31%
9061,0.7,AGSL,SI1,D,Very good,62.6,None,,5.63*5.58x3.51,Excellent,Angola,Marquise,Excellent,57,1,,"$3,210","$4,365","$1,155",36%
9063,1.58,AGSL,SI2,I,Excellent,60.7,None,,7.5x7.53x4.56,Excellent,DR Congo,Emerald,Excellent,58,2,,"$11,820","$17,354","$5,535",47%
9071,0.76,,SI1,D,Excellent,62.2,None,,5.81x5.83x3.62,Excellent,Canada,Radiant,Excellent,59,1,,"$4,273","$6,045","$1,772",41%
9073,2.02,AGSL,VS1,I,Excellent,61.6,,FALSE,8.17x8.1x5.01,Excellent,Russia,Round,Excellent,58,2,,"$33,762","$38,171","$4,409",13%
9077,1,AGSL,VS1,F,Very good,64.2,,FALSE,6.33x6.26x4.04,Excellent,Russia,Princess,Very good,57,2,,"$8,749","$13,674","$4,925",56%
9078,1.21,AGSL,SI2,J,Excellent,62.4,Faint,,6.82x6.81x4.25,Excellent,DR Congo,Marquise,Excellent,57,1,,"$6,426","$10,804","$4,378",68%
9081,1.21,AGSL,VS2,G,Excellent,61.5,None,,6.87x6.82x4.21,Excellent,Other/Unknown,Round,Excellent,59,2,,"$11,369","$15,169","$3,800",33%
9083,1,AGSL,VS1,E,Excellent,59,Faint,,6.54x6.5x3.84,Excellent,Russia,Round,Very good,61,2,"$10,495","$9,541","$17,772","$8,231",86%
9084,1,AGSL,SI2,J,Very good,60.4,,FALSE,6.46x6.39x3.89,Excellent,Botswana,Round,Very good,61,3,,"$5,129","$8,197","$3,068",60%
9085,1,AGSL,SI2,G,Good,,None,,6.55x6.58x3.77,Excellent,Russia,Princess,Very good,,1,,"$5,833","$9,249","$3,416",59%
9087,1.5,AGSL,SI1,H,Excellent,62.7,,,7.34x7.29*4.58,Excellent,Australia,Round,Excellent,57,2,,"$12,673","$19,428","$6,756",53%
9091,1.51,AGSL,VS2,G,Excellent,62.3,None,,7.33x7.3x4.56,Excellent,Australia,Radiant,Excellent,56,4,,"$18,165","$24,705","$6,540",36%
9096,1.72,AGSL,SI2,J,Excellent,61.1,,,7.67x7.7x4.7,Excellent,Australia,Round,Excellent,61,3,,"$13,388","$15,628","$2,240",17%
9098,1.35,AGSL,VS1,J,Excellent,62.4,None,,7.07x7.02x4.4,Excellent,Angola,Round,Excellent,58,2,,"$8,069","$9,894","$1,825",23%
9105,0.55,AGSL,VS2,I,Excellent,,Medium,,5.23x5.26x3.25,Very good,Russia,Round,Excellent,59,1,,"$1,623","$2,712","$1,089",67%
9109,4.02,,VS1,H,Excellent,60.3,,,10.3x10.33x6.22,Excellent,South Africa,Round,Excellent,57,2,,"$106,226","$172,341","$66,115",62%
9117,1.31,,VS1,I,Excellent,62.2,None,,7x7.03x4.36,Excellent,Russia,Round,Excellent,56,4,,"$10,901","$16,469","$5,569",51%
9118,1.31,AGSL,SI1,J,Excellent,62.4,None,,6.97x7.01x4.36,Excellent,Botswana,Round,Excellent,56,2,,"$7,402","$12,015","$4,614",62%
9120,1.31,AGSL,VS1,I,Excellent,60.3,None,FALSE,7.1x7.11x4.29,Excellent,Russia,Round,Excellent,57,4,,"$10,787","$16,965","$6,178",57%
9121,1.05,GemEx,VVS2,K,Excellent,61.5,None,,6.55x6.53x4.03,Excellent,Russia,Princess,Excellent,,1,,"$4,495","$7,080","$2,585",57%
9133,0.8,AGSL,SI2,F,Excellent,62,None,,5.93x5.97x3.69,Excellent,Russia,Oval,Excellent,56,1,"$3,665","$3,332","$6,858","$3,526",106%
9138,0.73,AGSL,VS2,G,Excellent,61.9,None,,5.76x5.78x3.57,Excellent,Australia,Round,Excellent,,1,,"$3,861","$5,450","$1,589",41%
9147,1.2,GemEx,SI1,J,Excellent,60,,FALSE,6.85x6.89x4.12,Excellent,Russia,Round,Excellent,61,3,,"$7,246","$10,514","$3,269",45%
9151,1.2,AGSL,SI2,H,Excellent,,None,,6.82x6.84-4.18,Excellent,DR Congo,Round,Excellent,,2,,"$7,556","$10,098","$2,542",34%
9154,1.62,AGSL,VS2,J,Excellent,62.4,Medium,,7.45x7.5x4.67,Excellent,Russia,Round,Excellent,57,2,,"$11,508","$15,910","$4,402",38%
9160,0.51,GemEx,VS1,E,Excellent,61.2,None,,5.14x5.16x3.15,Excellent,Botswana,Uncut,Excellent,,1,,"$2,365","$3,228",$863,36%
9165,0.41,AGSL,VVS1,F,Very good,61.2,None,,4.79x4.82x2.94,Excellent,Russia,Round,Very good,,1,"$1,214","$1,104","$1,999",$895,81%
9176,0.72,GemEx,SI1,D,Excellent,61.2,None,,5.77x5.79x3.54,Excellent,Russia,Emerald,Very good,57,2,,"$4,159","$6,275","$2,116",51%
9181,1.02,AGSL,VS2,H,Excellent,59.8,None,,6.56x6.53x3.92,Excellent,Botswana,Radiant,Very good,,2,"$8,223","$7,475","$13,214","$5,739",77%
9183,0.71,AGSL,SI2,G,Excellent,62.3,None,,5.75x5.79x3.59,Excellent,Russia,Emerald,Excellent,54,1,,"$3,311","$4,325","$1,015",31%
9192,0.51,AGSL,VS2,D,Excellent,,,TRUE,5.14x5.16x3.22,Excellent,DR Congo,Round,Excellent,,1,,"$2,534","$3,947","$1,413",56%
9201,1.37,AGSL,SI2,G,Very good,59,None,,7.22x7.25x4.27,Excellent,Other/Unknown,Round,Very good,62,2,,"$8,470","$14,951","$6,481",77%
9205,2.08,AGSL,SI2,I,Excellent,62.6,Faint,TRUE,8.16x8.11x5.1,Excellent,Angola,Round,Excellent,57,2,,"$21,717","$19,767","-$1,950",-9%
9207,10.04,AGSL,SI2,K,Excellent,,,,13.72x13.83x8.58,Excellent,Angola,Radiant,Very good,58,2,,"$159,780","$214,376","$54,596",34%
9215,1.02,AGSL,VS2,D,Excellent,,Faint,,6.44x6.47x4.01,Excellent,Botswana,Round,Excellent,57,2,,"$13,568","$19,922","$6,354",47%
9218,1.36,GemEx,VS1,H,Excellent,,None,FALSE,7.08x7.11x4.44,Excellent,Canada,Round,Excellent,54,3,,"$12,232","$20,267","$8,035",66%
9225,1.35,AGSL,SI2,J,Excellent,61.3,None,,7.13x7.16x4.38,Excellent,South Africa,Radiant,Excellent,,2,,"$8,032","$13,555","$5,523",69%
9236,6.05,AGSL,VS1,J,Very good,62.7,None,,11.52x11.63x7.25,Excellent,Angola,Round,Very good,58,2,"$220,494","$200,450","$405,067","$204,618",102%
9239,1.34,AGSL,SI1,G,Excellent,,None,,7.04x7.07x4.4,Excellent,South Africa,Round,Excellent,,3,,"$11,451","$16,056","$4,606",40%
9241,1.34,AGSL,VS2,H,Excellent,62.6,,,7x7.05x4.4,Excellent,Other/Unknown,Uncut,Excellent,56,3,,"$11,310","$12,893","$1,584",14%
9247,3.89,AGSL,SI2,J,Very good,63,None,,9.88x9.95x6.25,Very good,Russia,Oval,Very good,58,2,,"$35,432","$46,162","$10,730",30%
9249,2.06,GemEx,SI2,H,Excellent,62.6,None,,8.11x8.16*5.09,Excellent,Russia,Round,Excellent,,2,,"$23,020","$29,475","$6,455",28%
9251,2.06,AGSL,SI2,E,Excellent,,Faint,,8.15x8.17x5.02,Excellent,Russia,Princess,Excellent,58,2,,"$22,913","$26,971","$4,058",18%
9255,1.33,AGSL,VS1,J,Excellent,62.4,Strong,,7.07x7.02x4.39,Excellent,DR Congo,Oval,Excellent,,4,,"$7,849","$13,176","$5,327",68%
9257,5.04,AGSL,VVS2,E,Very good,58.7,,,11.34x11.4*6.68,Excellent,Russia,Round,Very good,,2,,"$312,331","$486,404","$174,073",56%
9260,1.02,AGSL,SI2,E,Very good,60.7,None,,6.52x6.47x3.94,Very good,Other/Unknown,Round,Very good,,1,"$6,385","$5,805","$10,990","$5,186",89%
9265,1.02,AGSL,VS2,E,Excellent,,Medium,,6.42x6.38x4,Excellent,DR Congo,Round,Excellent,,4,,"$10,844","$15,849","$5,005",46%
9266,1.02,AGSL,SI1,G,Excellent,62.7,Strong,TRUE,6.43x6.39x4.02,Excellent,DR Congo,Round,Excellent,57,3,,"$6,794","$8,798","$2,004",29%
9267,1.02,AGSL,SI1,F,Very good,63.1,None,,6.31*6.36x4,Excellent,Russia,Round,Very good,57,2,,"$6,890","$11,629","$4,739",69%
9268,1.02,AGSL,VS1,J,Excellent,61.9,None,,6.46x6.48x4.01,Excellent,DR Congo,Round,Excellent,55,3,,"$5,612","$8,992","$3,380",60%
9271,1.32,AGSL,SI2,E,Excellent,,Medium,,6.89x6.98x4.38,Very good,DR Congo,Round,Very good,,3,,"$9,387","$14,137","$4,751",51%
9284,1.02,,SI1,D,Very good,61.8,None,,6.46x6.52x4.01,Very good,Russia,Round,Very good,55,2,"$9,222","$8,384","$16,385","$8,001",95%
9286,4.1,AGSL,VS1,I,Excellent,61.7,None,,10.26x10.19x6.31,Very good,Botswana,Princess,Very good,58,2,,"$130,265","$179,900","$49,636",38%
9290,2.04,AGSL,VS1,L,Excellent,62.5,Strong,FALSE,8.1x8.14x5.07,Good,DR Congo,Round,Excellent,,4,,"$16,730","$19,416","$2,686",16%
9302,1.64,AGSL,SI1,I,Excellent,61.5,,,7.55x7.6x4.66,Excellent,DR Congo,Uncut,Excellent,59,4,,"$15,283","$19,645","$4,362",29%
9303,4.01,GemEx,VS2,J,Excellent,62.8,None,,10.05x10.12x6.33,Excellent,Australia,Round,Excellent,57,2,,"$86,903","$135,740","$48,838",56%
9308,1.62,GemEx,SI1,D,Excellent,62.1,Strong,,7.48x7.5x4.65,Very good,Russia,Pear,Excellent,,3,,"$18,033","$28,854","$10,821",60%
9311,4.04,AGSL,SI2,J,Very good,63,None,TRUE,10.21x10.15x6.42,Very good,Angola,Radiant,Good,56,2,,"$38,575","$46,499","$7,924",21%
9325,3.6,AGSL,SI2,I,Excellent,61.4,Medium,,9.85x9.82x6.04,Excellent,Russia,Round,Excellent,59,2,,"$46,124","$67,001","$20,878",45%
9326,3.58,GemEx,SI1,K,Excellent,,Faint,,9.88x9.96x5.94,Excellent,DR Congo,Round,Excellent,60,2,,"$42,584","$55,778","$13,194",31%
9329,3.61,AGSL,VS2,L,Good,58.5,None,TRUE,10.07x10.17x5.92,Good,DR Congo,Princess,Very good,59,2,,"$75,337","$126,748","$51,411",68%
9333,3.52,AGSL,SI2,J,Very good,59.2,None,,9.84x9.88x5.84,Very good,Russia,Oval,Excellent,,2,,"$35,084","$39,783","$4,699",13%
9334,3.53,,VS1,K,Excellent,61.6,Faint,,9.76x9.8x6.03,Very good,Canada,Marquise,Very good,,2,,"$92,237","$86,517","-$5,721",-6%
9340,0.4,AGSL,SI2,F,Excellent,60.9,None,,4.76x4.79*2.9,Excellent,Botswana,Princess,Excellent,57,1,,"$1,045","$1,484",$440,42%
9344,0.4,AGSL,SI2,E,Excellent,,None,FALSE,4.7x4.72*2.94,Excellent,Russia,Round,Excellent,,1,,"$1,107","$1,308",$201,18%
9345,0.4,AGSL,SI2,F,Excellent,62.4,None,,4.7x4.73x2.94,Excellent,Canada,Pear,Excellent,57,1,,$969,"$1,510",$541,56%
9346,0.4,AGSL,SI2,F,Excellent,62.4,Faint,FALSE,4.72x4.74x2.95,Excellent,Botswana,Round,Excellent,57,1,,$986,"$1,432",$446,45%
9349,0.4,AGSL,SI2,F,Very good,62.8,,,4.69*4.71x2.95,Excellent,Russia,Round,Very good,57,1,,$922,"$1,320",$398,43%
9351,4.01,AGSL,SI2,I,Excellent,60.6,None,,10.23x10.29x6.22,Excellent,South Africa,Round,Excellent,57,2,,"$66,364","$90,301","$23,937",36%
9359,0.6,AGSL,I1,E,Very good,62.5,None,,5.33x5.35x3.34,Excellent,Botswana,Round,Excellent,,1,,"$1,335","$1,538",$203,15%
9360,0.6,AGSL,SI2,E,Very good,59.2,None,,5.5x5.51x3.26,Very good,Russia,Asscher,Very good,,1,,"$1,693","$2,127",$434,26%
9364,0.6,AGSL,SI1,D,Very good,57.8,None,FALSE,5.57x5.59x3.23,Very good,Zimbabwe,Oval,Very good,63,1,,"$2,481","$3,459",$978,39%
9367,1,AGSL,SI1,E,Excellent,61.8,Faint,,6.37x6.4x3.94,Excellent,Australia,Princess,Excellent,,3,,"$6,682","$11,298","$4,617",69%
9372,1,AGSL,SI1,J,Very good,62.3,Faint,,6.34x6.37x3.96,Excellent,Botswana,Round,Very good,59,1,,"$4,524","$6,942","$2,418",53%
9378,1.83,AGSL,VS1,H,Excellent,62.3,None,,7.82x7.85x4.88,Excellent,Botswana,Round,Excellent,57,4,,"$21,616","$24,667","$3,051",14%
9381,0.51,AGSL,SI2,E,Very good,63.3,None,,5.05x5.07x3.2,Very good,Botswana,Round,Excellent,58,1,,"$1,413","$1,831",$418,30%
9385,2.1,AGSL,VVS1,F,Excellent,61.8,Strong,,8.25x8.21x5.09,Excellent,Other/Unknown,Radiant,Excellent,56,2,,"$44,487","$54,348","$9,861",22%
9387,0.9,,SI1,H,Very good,61.8,Faint,,6.12x6.14x3.79,Excellent,DR Congo,Princess,Excellent,,1,,"$5,282","$6,377","$1,095",21%
9391,2.77,AGSL,VS1,F,Excellent,62.7,None,,8.88x8.95x5.59,Excellent,Russia,Emerald,Excellent,57,2,,"$75,268","$91,644","$16,376",22%
9395,2.71,AGSL,SI2,G,Excellent,62.1,None,,8.89x8.96x5.54,Excellent,Australia,Round,Excellent,58,2,,"$40,750","$51,893","$11,143",27%
9400,2.18,AGSL,VVS1,G,Excellent,59.4,None,,8.5x8.52x5.06,Excellent,Botswana,Oval,Excellent,,2,,"$46,114","$63,643","$17,529",38%
9401,2.88,AGSL,SI2,D,Excellent,60.3,,,9.25x9.3x5.59,Excellent,Russia,Cushion,Excellent,57,2,,"$67,221","$66,789",-$432,-1%
9405,0.8,AGSL,SI1,H,Very good,62.2,None,,5.91x5.85x3.66,Excellent,DR Congo,Round,Very good,60,3,,"$3,992","$4,814",$822,21%
9406,2.54,AGSL,SI2,I,Excellent,62.7,None,,8.72x8.66x5.45,Excellent,Canada,Princess,Excellent,,4,,"$27,699","$34,781","$7,083",26%
9409,1.22,AGSL,VS1,H,Excellent,62.6,Strong,,6.84x6.81x4.28,Excellent,Russia,Round,Excellent,56,4,,"$10,176","$16,154","$5,978",59%
9415,0.5,AGSL,SI1,D,Very good,63.5,None,,4.96x5.01x3.17,Very good,Canada,Round,Very good,,1,,"$1,834","$2,343",$509,28%
9419,0.9,AGSL,SI1,J,Very good,62.8,None,,6.1x6.12x3.84,Very good,Botswana,Radiant,Very good,55,1,,"$4,081","$5,664","$1,583",39%
9421,0.9,,SI2,H,Excellent,62,None,,6.18x6.21x3.84,Excellent,Canada,Oval,Excellent,56,2,,"$4,904","$8,546","$3,642",74%
9425,0.9,AGSL,SI2,F,Very good,62.8,None,TRUE,6.12x6.17x3.86,Excellent,DR Congo,Round,Very good,56,1,,"$5,006","$6,596","$1,590",32%
9427,0.9,GemEx,SI1,E,Very good,63.2,Faint,,6.13x6.15x3.88,Very good,Russia,Marquise,Very good,56,3,,"$5,499","$9,024","$3,525",64%
9436,0.56,AGSL,VS2,E,Excellent,61.4,None,,5.28x5.33x3.26,Excellent,Australia,Round,Excellent,,1,,"$2,595","$3,493",$899,35%
9439,0.56,AGSL,VS1,G,Excellent,61.9,None,,5.29x5.31x3.27,Excellent,Botswana,Round,Excellent,57,1,,"$2,489","$3,965","$1,476",59%
9445,0.56,AGSL,VVS2,F,Good,57.8,None,,5.27x5.44x3.1,Good,Russia,Round,Good,66,2,,"$2,566","$4,227","$1,661",65%
9453,0.52,AGSL,VS2,I,Very good,59.3,,,5.22x5.23x3.1,Excellent,Russia,Marquise,Excellent,60,1,,"$1,520","$2,298",$779,51%
9456,1.17,AGSL,VS2,H,Excellent,62.1,,,6.73x6.76x4.19,Excellent,Angola,Round,Excellent,57,2,,"$9,324","$12,691","$3,367",36%
9463,2.01,AGSL,SI1,E,Very good,63.7,None,,7.95x8.02x5.09,Excellent,Russia,Round,Very good,57,2,,"$25,456","$33,260","$7,805",31%
9464,0.71,AGSL,SI2,F,Very good,61.4,Medium,,5.72x5.68x3.5,Very good,Botswana,Princess,Good,60,2,,"$2,893","$4,886","$1,994",69%
9466,0.5,AGSL,VS1,E,Very good,63.8,None,,5x5.03x3.2,Excellent,Russia,Round,Very good,56,2,,"$2,132","$3,299","$1,167",55%
9468,0.5,AGSL,SI1,G,Excellent,,None,,5.1x5.12x3.14,Excellent,Zimbabwe,Round,Very good,57,1,,"$1,646","$2,629",$984,60%
9471,0.5,AGSL,SI2,E,Excellent,,None,,5.08x5.16*3.17,Very good,South Africa,Emerald,Very good,,1,,"$1,577","$1,909",$332,21%
9476,7.05,GemEx,SI2,K,Very good,60.7,,,12.35x12.39x7.5,Excellent,Other/Unknown,Round,Very good,,2,"$117,474","$106,795","$347,722","$240,927",226%
9481,0.4,AGSL,SI1,D,Excellent,61.4,Faint,,4.76x4.79x2.93,Excellent,Zimbabwe,Round,Very good,,1,,"$1,155","$1,741",$586,51%
9483,0.5,,SI2,F,Good,64,,,4.97x5.03x3.2,Very good,Botswana,Round,Very good,58,1,,"$1,461","$1,912",$451,31%
9484,0.4,AGSL,SI2,F,Excellent,62.5,None,,4.73x4.77x2.97,Excellent,DR Congo,Emerald,Excellent,56,1,,$976,"$1,289",$313,32%
9486,0.4,AGSL,SI1,I,Very good,,None,,4.65x4.68x2.95,Very good,Botswana,Uncut,Very good,56,1,,$658,$640,-$19,-3%
9488,0.5,AGSL,SI2,G,Very good,,None,,5.11x5.08x3.13,Excellent,Botswana,Round,Very good,59,1,"$1,476","$1,342","$2,626","$1,284",96%
9497,0.41,AGSL,SI2,E,Excellent,59.1,,,4.88x4.9x2.89,Excellent,Russia,Princess,Excellent,,1,,"$1,129","$1,571",$442,39%
9500,0.4,,SI2,I,Very good,64.5,None,,4.64x4.65x3,Excellent,Russia,Round,Very good,58,1,,$970,"$1,180",$210,22%
9501,0.4,AGSL,SI2,G,Excellent,59.5,,,4.81x4.84x2.87,Excellent,Canada,Round,Excellent,59,1,,$997,"$1,624",$627,63%
9503,0.4,AGSL,SI1,I,Excellent,62.4,None,,4.7x4.72x2.94,Excellent,Australia,Round,Excellent,,1,,$959,"$1,432",$473,49%
9507,8.81,AGSL,VS1,J,Excellent,62.7,,,13.19x13.23x8.28,Excellent,Russia,Round,Excellent,55,2,"$271,712","$247,011","$551,608","$304,597",123%
9513,1,AGSL,I1,G,Very good,61.3,None,,6.52x6.53-4,Very good,Russia,Asscher,Good,53,1,,"$5,397","$9,362","$3,965",73%
9515,1,,SI2,F,Excellent,62.9,None,,6.37x6.4x4.02,Very good,Botswana,Round,Very good,54,2,,"$6,062","$10,188","$4,126",68%
9516,1,AGSL,I1,E,Excellent,,Faint,,6.48x6.49x3.99,Excellent,Russia,Oval,Excellent,55,1,"$6,961","$6,328","$11,659","$5,331",84%
9523,1.7,AGSL,SI2,I,Excellent,62,Faint,,7.63x7.59x4.72,Very good,Canada,Round,Excellent,,2,,"$13,477","$16,859","$3,382",25%
9524,1.72,AGSL,VS2,G,Very good,63.5,Strong,,7.5x7.55x4.78,Excellent,Australia,Round,Excellent,56,3,,"$19,833","$27,511","$7,678",39%
9527,1.8,AGSL,VS2,H,Very good,,None,,7.6x7.68x4.87,Good,Russia,Round,Very good,56,4,,"$17,257","$24,114","$6,857",40%
9532,1.53,AGSL,SI2,I,Excellent,62.6,Strong,,7.34x7.36x4.6,Excellent,Russia,Round,Excellent,56,2,,"$11,736","$14,073","$2,337",20%
9535,1.52,AGSL,VS2,I,Excellent,61,None,,7.47x7.42x4.54,Excellent,Other/Unknown,Round,Excellent,59,2,,"$13,769","$21,002","$7,233",53%
9553,3.68,AGSL,IF,F,Excellent,62.3,None,,9.85x9.92x6.16,Excellent,Canada,Oval,Excellent,58,2,,"$175,595","$254,785","$79,191",45%
9556,1.43,,VS2,K,Excellent,61.9,None,,7.16x7.21x4.45,Excellent,Russia,Round,Excellent,,2,,"$7,842","$12,042","$4,200",54%
9558,3.01,AGSL,SI2,G,Excellent,62.6,Strong,,9.21x9.17x5.75,Very good,Canada,Round,Excellent,,2,,"$38,417","$53,652","$15,236",40%
9559,3.01,AGSL,VS1,G,Very good,,Strong,FALSE,9.42x9.37x5.55,Excellent,DR Congo,Round,Excellent,62,2,,"$89,556","$120,097","$30,541",34%
9560,1.5,AGSL,VS2,G,Excellent,60.8,Medium,,7.33x7.37x4.47,Very good,Russia,ROUND,Excellent,,3,,"$15,622","$19,013","$3,392",22%
9564,1.27,AGSL,VVS1,Flby,Excellent,,Strong,,7.1x7.14x4.14,Very good,Botswana,Emerald,Good,,4,,"$6,017","$9,122","$3,106",52%
9565,1.59,AGSL,SI1,G,Excellent,62.7,None,FALSE,7.42x7.47x4.67,Excellent,Russia,Round,Excellent,56,4,,"$17,466","$22,975","$5,509",32%
9569,2.13,AGSL,SI2,K,Excellent,62.4,,FALSE,8.17x8.22x5.11,Excellent,Russia,Round,Excellent,57,2,,"$18,299","$15,189","-$3,110",-17%
9573,1.24,AGSL,VS1,D,Excellent,,,,6.87x6.9x4.3,Excellent,DR Congo,Round,Excellent,55,2,,"$16,837","$19,287","$2,450",15%
9576,2.52,AGSL,SI1,D,Excellent,62.6,Faint,,8.69x8.72x5.45,Excellent,Russia,Round,Excellent,56,2,,"$45,310","$51,291","$5,981",13%
9579,2.52,AGSL,VS2,J,Excellent,62.4,Faint,,8.69x8.71x5.43,Excellent,Russia,Round,Excellent,,4,,"$26,456","$44,767","$18,311",69%
9588,1.32,AGSL,SI2,E,Excellent,61.6,,,7.1x7.13x4.38,Excellent,Australia,Round,Excellent,56,3,,"$9,777","$15,652","$5,876",60%
9590,1.32,AGSL,VS1,F,Excellent,62.1,Faint,,7.02x7.06x4.37,Excellent,Botswana,Emerald,Excellent,56,2,,"$14,964","$25,038","$10,075",67%
9593,1.32,AGSL,VS2,E,Excellent,62.2,None,,6.99x7.01x4.35,Excellent,Australia,Oval,Excellent,57,2,,"$14,197","$22,246","$8,049",57%
9597,1.13,AGSL,VS1,G,Excellent,,None,,6.72x6.74x4.13,Excellent,Russia,Round,Excellent,,2,,"$11,232","$16,840","$5,608",50%
9599,0.45,AGSL,SI2,E,Excellent,,Faint,,4.89x4.91x3.05,Excellent,Botswana,Asscher,Excellent,56,1,,"$1,078","$1,654",$577,54%
9611,1.11,AGSL,VS2,D,Excellent,61.7,Faint,,6.66x6.65x4.11,Very good,Botswana,Princess,Excellent,,2,,"$12,266","$18,784","$6,519",53%
9612,1.11,AGSL,SI1,F,Excellent,,,,6.75x6.72x4.06,Excellent,Russia,Princess,Excellent,59,3,,"$8,371","$12,760","$4,390",52%
9618,1.38,,VVS2,D,Excellent,62.6,None,,7.1x7.11x4.45,Excellent,Botswana,Round,Excellent,56,4,,"$24,197","$34,146","$9,949",41%
9621,1.38,AGSL,VS2,K,Excellent,61.5,None,,7.1x7.14x4.38,Excellent,Russia,Round,Excellent,60,4,,"$6,845","$11,385","$4,540",66%
9622,1.7,,VS2,I,Excellent,61.3,,,7.67x7.61x4.69,Excellent,Russia,Princess,Excellent,59,4,,"$16,682","$22,456","$5,775",35%
9633,3.01,AGSL,VVS2,I,Very good,59.8,Strong,,9.3x9.34x5.58,Excellent,DR Congo,Round,Very good,,2,,"$56,754","$90,962","$34,208",60%
9634,1.3,GemEx,SI2,I,Excellent,62.6,None,,6.99x6.95x4.36,Excellent,DR Congo,Oval ,Excellent,,3,,"$7,436","$12,619","$5,183",70%
9641,1.35,AGSL,SI1,F,Excellent,59.6,Faint,,7.21x7.23x4.3,Excellent,DR Congo,Princess,Excellent,,4,,"$13,031","$14,214","$1,183",9%
9649,1.4,AGSL,SI2,G,Excellent,61.4,,,7.17x7.18x4.41,Excellent,Other/Unknown,Round,Excellent,59,2,"$9,953","$9,048","$16,071","$7,023",78%
9651,2.01,AGSL,VS1,F,Excellent,62.4,None,FALSE,8.03x8.13x5.04,Excellent,Australia,Princess,Very good,54,2,,"$45,213","$58,729","$13,516",30%
9654,1.4,AGSL,VS2,I,Excellent,61.5,None,,7.14x7.18x4.41,Excellent,DR Congo,Round,Excellent,59,4,,"$11,179","$12,035",$856,8%
9655,1.4,AGSL,SI2,J,Excellent,61.7,Faint,,7.13x7.17x4.41,Excellent,Canada,Round,Excellent,,4,,"$8,462","$13,195","$4,733",56%
9657,1.4,AGSL,SI1,I,Excellent,62.1,,FALSE,7.14x7.18x4.44,Excellent,Botswana,Princess,Excellent,59,2,,"$10,118","$15,631","$5,513",54%
9661,1.4,AGSL,VS1,D,Excellent,59.5,None,,7.3x7.33x4.35,Excellent,Angola,Round,Excellent,60,2,,"$22,980","$37,963","$14,983",65%
9663,1.4,AGSL,VS2,I,Excellent,59.6,None,,7.28x7.3x4.35,Excellent,Botswana,Round,Excellent,60,4,,"$12,272","$19,560","$7,288",59%
9667,1.51,AGSL,VS2,I,Very good,60.8,None,,7.47x7.49x4.55,Very good,Angola,Round,Excellent,55,3,,"$14,614","$18,530","$3,916",27%
9675,1.4,AGSL,VS1,F,Excellent,62.1,None,TRUE,7.13x7.17x4.44,Excellent,DR Congo,Princess,Excellent,56,2,"$16,506","$15,006","$28,180","$13,174",88%
9694,1.34,GemEx,SI2,J,Excellent,62.6,None,,7.04x7.06x4.41,Excellent,Botswana,Radiant,Excellent,57,2,,"$8,335","$12,626","$4,292",51%
9698,1.34,AGSL,VVS2,I,Excellent,62.4,Faint,,7.02x7.05x4.39,Excellent,Botswana,Pear,Excellent,58,2,,"$10,295","$14,058","$3,763",37%
9699,1.2,AGSL,SI2,G,Excellent,62.1,Faint,,6.81x6.84x4.24,Excellent,Australia,Round,Very good,,2,,"$8,008","$11,377","$3,369",42%
