"","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Offers"
"9176",0.72,"GemEx","SI1","D","Excellent",61.2,"None",NA,"5.77x5.79x3.54","Excellent","Russia","Emerald","Very good",57,"2",NA
"9181",1.02,"AGSL","VS2","H","Excellent",59.8,"None",NA,"6.56x6.53x3.92","Excellent","Botswana","Radiant","Very good",NA,"2",NA
"9183",0.71,"AGSL","SI2","G","Excellent",62.3,"None",NA,"5.75x5.79x3.59","Excellent","Russia","Emerald","Excellent",54,"1",NA
"9192",0.51,"AGSL","VS2","D","Excellent",NA,NA,TRUE,"5.14x5.16x3.22","Excellent","DR Congo","Round","Excellent",NA,"1",NA
"9201",1.37,"AGSL","SI2","G","Very good",59,"None",NA,"7.22x7.25x4.27","Excellent","Other/Unknown","Round","Very good",62,"2",NA
"9205",2.08,"AGSL","SI2","I","Excellent",62.6,"Faint",TRUE,"8.16x8.11x5.1","Excellent","Angola","Round","Excellent",57,"2",NA
"9207",10.04,"AGSL","SI2","K","Excellent",NA,NA,NA,"13.72x13.83x8.58","Excellent","Angola","Radiant","Very good",58,"2",NA
"9215",1.02,"AGSL","VS2","D","Excellent",NA,"Faint",NA,"6.44x6.47x4.01","Excellent","Botswana","Round","Excellent",57,"2",NA
"9218",1.36,"GemEx","VS1","H","Excellent",NA,"None",FALSE,"7.08x7.11x4.44","Excellent","Canada","Round","Excellent",54,"3",NA
"9225",1.35,"AGSL","SI2","J","Excellent",61.3,"None",NA,"7.13x7.16x4.38","Excellent","South Africa","Radiant","Excellent",NA,"2",NA
"9236",6.05,"AGSL","VS1","J","Very good",62.7,"None",NA,"11.52x11.63x7.25","Excellent","Angola","Round","Very good",58,"2",NA
"9239",1.34,"AGSL","SI1","G","Excellent",NA,"None",NA,"7.04x7.07x4.4","Excellent","South Africa","Round","Excellent",NA,"3",NA
"9241",1.34,"AGSL","VS2","H","Excellent",62.6,NA,NA,"7x7.05x4.4","Excellent","Other/Unknown","Uncut","Excellent",56,"3",NA
"9247",3.89,"AGSL","SI2","J","Very good",63,"None",NA,"9.88x9.95x6.25","Very good","Russia","Oval","Very good",58,"2",NA
"9249",2.06,"GemEx","SI2","H","Excellent",62.6,"None",NA,"8.11x8.16*5.09","Excellent","Russia","Round","Excellent",NA,"2",NA
"9251",2.06,"AGSL","SI2","E","Excellent",NA,"Faint",NA,"8.15x8.17x5.02","Excellent","Russia","Princess","Excellent",58,"2",NA
"9255",1.33,"AGSL","VS1","J","Excellent",62.4,"Strong",NA,"7.07x7.02x4.39","Excellent","DR Congo","Oval","Excellent",NA,"4",NA
"9257",5.04,"AGSL","VVS2","E","Very good",58.7,NA,NA,"11.34x11.4*6.68","Excellent","Russia","Round","Very good",NA,"2",NA
"9260",1.02,"AGSL","SI2","E","Very good",60.7,"None",NA,"6.52x6.47x3.94","Very good","Other/Unknown","Round","Very good",NA,"1",NA
"9265",1.02,"AGSL","VS2","E","Excellent",NA,"Medium",NA,"6.42x6.38x4","Excellent","DR Congo","Round","Excellent",NA,"4",NA
"9266",1.02,"AGSL","SI1","G","Excellent",62.7,"Strong",TRUE,"6.43x6.39x4.02","Excellent","DR Congo","Round","Excellent",57,"3",NA
"9267",1.02,"AGSL","SI1","F","Very good",63.1,"None",NA,"6.31*6.36x4","Excellent","Russia","Round","Very good",57,"2",NA
"9268",1.02,"AGSL","VS1","J","Excellent",61.9,"None",NA,"6.46x6.48x4.01","Excellent","DR Congo","Round","Excellent",55,"3",NA
"9271",1.32,"AGSL","SI2","E","Excellent",NA,"Medium",NA,"6.89x6.98x4.38","Very good","DR Congo","Round","Very good",NA,"3",NA
"9284",1.02,"NA","SI1","D","Very good",61.8,"None",NA,"6.46x6.52x4.01","Very good","Russia","Round","Very good",55,"2",NA
"9286",4.1,"AGSL","VS1","I","Excellent",61.7,"None",NA,"10.26x10.19x6.31","Very good","Botswana","Princess","Very good",58,"2",NA
"9290",2.04,"AGSL","VS1","L","Excellent",62.5,"Strong",FALSE,"8.1x8.14x5.07","Good","DR Congo","Round","Excellent",NA,"4",NA
"9302",1.64,"AGSL","SI1","I","Excellent",61.5,NA,NA,"7.55x7.6x4.66","Excellent","DR Congo","Uncut","Excellent",59,"4",NA
"9303",4.01,"GemEx","VS2","J","Excellent",62.8,"None",NA,"10.05x10.12x6.33","Excellent","Australia","Round","Excellent",57,"2",NA
"9308",1.62,"GemEx","SI1","D","Excellent",62.1,"Strong",NA,"7.48x7.5x4.65","Very good","Russia","Pear","Excellent",NA,"3",NA
"9311",4.04,"AGSL","SI2","J","Very good",63,"None",TRUE,"10.21x10.15x6.42","Very good","Angola","Radiant","Good",56,"2",NA
"9325",3.6,"AGSL","SI2","I","Excellent",61.4,"Medium",NA,"9.85x9.82x6.04","Excellent","Russia","Round","Excellent",59,"2",NA
"9326",3.58,"GemEx","SI1","K","Excellent",NA,"Faint",NA,"9.88x9.96x5.94","Excellent","DR Congo","Round","Excellent",60,"2",NA
"9329",3.61,"AGSL","VS2","L","Good",58.5,"None",TRUE,"10.07x10.17x5.92","Good","DR Congo","Princess","Very good",59,"2",NA
"9333",3.52,"AGSL","SI2","J","Very good",59.2,"None",NA,"9.84x9.88x5.84","Very good","Russia","Oval","Excellent",NA,"2",NA
"9334",3.53,"NA","VS1","K","Excellent",61.6,"Faint",NA,"9.76x9.8x6.03","Very good","Canada","Marquise","Very good",NA,"2",NA
"9340",0.4,"AGSL","SI2","F","Excellent",60.9,"None",NA,"4.76x4.79*2.9","Excellent","Botswana","Princess","Excellent",57,"1",NA
"9344",0.4,"AGSL","SI2","E","Excellent",NA,"None",FALSE,"4.7x4.72*2.94","Excellent","Russia","Round","Excellent",NA,"1",NA
"9345",0.4,"AGSL","SI2","F","Excellent",62.4,"None",NA,"4.7x4.73x2.94","Excellent","Canada","Pear","Excellent",57,"1",NA
"9346",0.4,"AGSL","SI2","F","Excellent",62.4,"Faint",FALSE,"4.72x4.74x2.95","Excellent","Botswana","Round","Excellent",57,"1",NA
"9349",0.4,"AGSL","SI2","F","Very good",62.8,NA,NA,"4.69*4.71x2.95","Excellent","Russia","Round","Very good",57,"1",NA
"9351",4.01,"AGSL","SI2","I","Excellent",60.6,"None",NA,"10.23x10.29x6.22","Excellent","South Africa","Round","Excellent",57,"2",NA
"9359",0.6,"AGSL","I1","E","Very good",62.5,"None",NA,"5.33x5.35x3.34","Excellent","Botswana","Round","Excellent",NA,"1",NA
"9360",0.6,"AGSL","SI2","E","Very good",59.2,"None",NA,"5.5x5.51x3.26","Very good","Russia","Asscher","Very good",NA,"1",NA
"9364",0.6,"AGSL","SI1","D","Very good",57.8,"None",FALSE,"5.57x5.59x3.23","Very good","Zimbabwe","Oval","Very good",63,"1",NA
"9367",1,"AGSL","SI1","E","Excellent",61.8,"Faint",NA,"6.37x6.4x3.94","Excellent","Australia","Princess","Excellent",NA,"3",NA
"9372",1,"AGSL","SI1","J","Very good",62.3,"Faint",NA,"6.34x6.37x3.96","Excellent","Botswana","Round","Very good",59,"1",NA
"9378",1.83,"AGSL","VS1","H","Excellent",62.3,"None",NA,"7.82x7.85x4.88","Excellent","Botswana","Round","Excellent",57,"4",NA
"9381",0.51,"AGSL","SI2","E","Very good",63.3,"None",NA,"5.05x5.07x3.2","Very good","Botswana","Round","Excellent",58,"1",NA
"9385",2.1,"AGSL","VVS1","F","Excellent",61.8,"Strong",NA,"8.25x8.21x5.09","Excellent","Other/Unknown","Radiant","Excellent",56,"2",NA
"9387",0.9,"NA","SI1","H","Very good",61.8,"Faint",NA,"6.12x6.14x3.79","Excellent","DR Congo","Princess","Excellent",NA,"1",NA
"9391",2.77,"AGSL","VS1","F","Excellent",62.7,"None",NA,"8.88x8.95x5.59","Excellent","Russia","Emerald","Excellent",57,"2",NA
"9395",2.71,"AGSL","SI2","G","Excellent",62.1,"None",NA,"8.89x8.96x5.54","Excellent","Australia","Round","Excellent",58,"2",NA
"9400",2.18,"AGSL","VVS1","G","Excellent",59.4,"None",NA,"8.5x8.52x5.06","Excellent","Botswana","Oval","Excellent",NA,"2",NA
"9401",2.88,"AGSL","SI2","D","Excellent",60.3,NA,NA,"9.25x9.3x5.59","Excellent","Russia","Cushion","Excellent",57,"2",NA
"9405",0.8,"AGSL","SI1","H","Very good",62.2,"None",NA,"5.91x5.85x3.66","Excellent","DR Congo","Round","Very good",60,"3",NA
"9406",2.54,"AGSL","SI2","I","Excellent",62.7,"None",NA,"8.72x8.66x5.45","Excellent","Canada","Princess","Excellent",NA,"4",NA
"9409",1.22,"AGSL","VS1","H","Excellent",62.6,"Strong",NA,"6.84x6.81x4.28","Excellent","Russia","Round","Excellent",56,"4",NA
"9415",0.5,"AGSL","SI1","D","Very good",63.5,"None",NA,"4.96x5.01x3.17","Very good","Canada","Round","Very good",NA,"1",NA
"9419",0.9,"AGSL","SI1","J","Very good",62.8,"None",NA,"6.1x6.12x3.84","Very good","Botswana","Radiant","Very good",55,"1",NA
"9421",0.9,"NA","SI2","H","Excellent",62,"None",NA,"6.18x6.21x3.84","Excellent","Canada","Oval","Excellent",56,"2",NA
"9425",0.9,"AGSL","SI2","F","Very good",62.8,"None",TRUE,"6.12x6.17x3.86","Excellent","DR Congo","Round","Very good",56,"1",NA
"9427",0.9,"GemEx","SI1","E","Very good",63.2,"Faint",NA,"6.13x6.15x3.88","Very good","Russia","Marquise","Very good",56,"3",NA
"9436",0.56,"AGSL","VS2","E","Excellent",61.4,"None",NA,"5.28x5.33x3.26","Excellent","Australia","Round","Excellent",NA,"1",NA
"9439",0.56,"AGSL","VS1","G","Excellent",61.9,"None",NA,"5.29x5.31x3.27","Excellent","Botswana","Round","Excellent",57,"1",NA
"9445",0.56,"AGSL","VVS2","F","Good",57.8,"None",NA,"5.27x5.44x3.1","Good","Russia","Round","Good",66,"2",NA
"9453",0.52,"AGSL","VS2","I","Very good",59.3,NA,NA,"5.22x5.23x3.1","Excellent","Russia","Marquise","Excellent",60,"1",NA
"9456",1.17,"AGSL","VS2","H","Excellent",62.1,NA,NA,"6.73x6.76x4.19","Excellent","Angola","Round","Excellent",57,"2",NA
"9463",2.01,"AGSL","SI1","E","Very good",63.7,"None",NA,"7.95x8.02x5.09","Excellent","Russia","Round","Very good",57,"2",NA
"9464",0.71,"AGSL","SI2","F","Very good",61.4,"Medium",NA,"5.72x5.68x3.5","Very good","Botswana","Princess","Good",60,"2",NA
"9466",0.5,"AGSL","VS1","E","Very good",63.8,"None",NA,"5x5.03x3.2","Excellent","Russia","Round","Very good",56,"2",NA
"9468",0.5,"AGSL","SI1","G","Excellent",NA,"None",NA,"5.1x5.12x3.14","Excellent","Zimbabwe","Round","Very good",57,"1",NA
"9471",0.5,"AGSL","SI2","E","Excellent",NA,"None",NA,"5.08x5.16*3.17","Very good","South Africa","Emerald","Very good",NA,"1",NA
"9476",7.05,"GemEx","SI2","K","Very good",60.7,NA,NA,"12.35x12.39x7.5","Excellent","Other/Unknown","Round","Very good",NA,"2",NA
"9481",0.4,"AGSL","SI1","D","Excellent",61.4,"Faint",NA,"4.76x4.79x2.93","Excellent","Zimbabwe","Round","Very good",NA,"1",NA
"9483",0.5,"NA","SI2","F","Good",64,NA,NA,"4.97x5.03x3.2","Very good","Botswana","Round","Very good",58,"1",NA
"9484",0.4,"AGSL","SI2","F","Excellent",62.5,"None",NA,"4.73x4.77x2.97","Excellent","DR Congo","Emerald","Excellent",56,"1",NA
"9486",0.4,"AGSL","SI1","I","Very good",NA,"None",NA,"4.65x4.68x2.95","Very good","Botswana","Uncut","Very good",56,"1",NA
"9488",0.5,"AGSL","SI2","G","Very good",NA,"None",NA,"5.11x5.08x3.13","Excellent","Botswana","Round","Very good",59,"1",NA
"9497",0.41,"AGSL","SI2","E","Excellent",59.1,NA,NA,"4.88x4.9x2.89","Excellent","Russia","Princess","Excellent",NA,"1",NA
"9500",0.4,"NA","SI2","I","Very good",64.5,"None",NA,"4.64x4.65x3","Excellent","Russia","Round","Very good",58,"1",NA
"9501",0.4,"AGSL","SI2","G","Excellent",59.5,NA,NA,"4.81x4.84x2.87","Excellent","Canada","Round","Excellent",59,"1",NA
"9503",0.4,"AGSL","SI1","I","Excellent",62.4,"None",NA,"4.7x4.72x2.94","Excellent","Australia","Round","Excellent",NA,"1",NA
"9507",8.81,"AGSL","VS1","J","Excellent",62.7,NA,NA,"13.19x13.23x8.28","Excellent","Russia","Round","Excellent",55,"2",NA
"9513",1,"AGSL","I1","G","Very good",61.3,"None",NA,"6.52x6.53-4","Very good","Russia","Asscher","Good",53,"1",NA
"9515",1,"NA","SI2","F","Excellent",62.9,"None",NA,"6.37x6.4x4.02","Very good","Botswana","Round","Very good",54,"2",NA
"9516",1,"AGSL","I1","E","Excellent",NA,"Faint",NA,"6.48x6.49x3.99","Excellent","Russia","Oval","Excellent",55,"1",NA
"9523",1.7,"AGSL","SI2","I","Excellent",62,"Faint",NA,"7.63x7.59x4.72","Very good","Canada","Round","Excellent",NA,"2",NA
"9524",1.72,"AGSL","VS2","G","Very good",63.5,"Strong",NA,"7.5x7.55x4.78","Excellent","Australia","Round","Excellent",56,"3",NA
"9527",1.8,"AGSL","VS2","H","Very good",NA,"None",NA,"7.6x7.68x4.87","Good","Russia","Round","Very good",56,"4",NA
"9532",1.53,"AGSL","SI2","I","Excellent",62.6,"Strong",NA,"7.34x7.36x4.6","Excellent","Russia","Round","Excellent",56,"2",NA
"9535",1.52,"AGSL","VS2","I","Excellent",61,"None",NA,"7.47x7.42x4.54","Excellent","Other/Unknown","Round","Excellent",59,"2",NA
"9553",3.68,"AGSL","IF","F","Excellent",62.3,"None",NA,"9.85x9.92x6.16","Excellent","Canada","Oval","Excellent",58,"2",NA
"9556",1.43,"NA","VS2","K","Excellent",61.9,"None",NA,"7.16x7.21x4.45","Excellent","Russia","Round","Excellent",NA,"2",NA
"9558",3.01,"AGSL","SI2","G","Excellent",62.6,"Strong",NA,"9.21x9.17x5.75","Very good","Canada","Round","Excellent",NA,"2",NA
"9559",3.01,"AGSL","VS1","G","Very good",NA,"Strong",FALSE,"9.42x9.37x5.55","Excellent","DR Congo","Round","Excellent",62,"2",NA
"9560",1.5,"AGSL","VS2","G","Excellent",60.8,"Medium",NA,"7.33x7.37x4.47","Very good","Russia","ROUND","Excellent",NA,"3",NA
"9564",1.27,"AGSL","VVS1","Flby","Excellent",NA,"Strong",NA,"7.1x7.14x4.14","Very good","Botswana","Emerald","Good",NA,"4",NA
"9565",1.59,"AGSL","SI1","G","Excellent",62.7,"None",FALSE,"7.42x7.47x4.67","Excellent","Russia","Round","Excellent",56,"4",NA
"9569",2.13,"AGSL","SI2","K","Excellent",62.4,NA,FALSE,"8.17x8.22x5.11","Excellent","Russia","Round","Excellent",57,"2",NA
"9573",1.24,"AGSL","VS1","D","Excellent",NA,NA,NA,"6.87x6.9x4.3","Excellent","DR Congo","Round","Excellent",55,"2",NA
"9576",2.52,"AGSL","SI1","D","Excellent",62.6,"Faint",NA,"8.69x8.72x5.45","Excellent","Russia","Round","Excellent",56,"2",NA
"9579",2.52,"AGSL","VS2","J","Excellent",62.4,"Faint",NA,"8.69x8.71x5.43","Excellent","Russia","Round","Excellent",NA,"4",NA
"9588",1.32,"AGSL","SI2","E","Excellent",61.6,NA,NA,"7.1x7.13x4.38","Excellent","Australia","Round","Excellent",56,"3",NA
"9590",1.32,"AGSL","VS1","F","Excellent",62.1,"Faint",NA,"7.02x7.06x4.37","Excellent","Botswana","Emerald","Excellent",56,"2",NA
"9593",1.32,"AGSL","VS2","E","Excellent",62.2,"None",NA,"6.99x7.01x4.35","Excellent","Australia","Oval","Excellent",57,"2",NA
"9597",1.13,"AGSL","VS1","G","Excellent",NA,"None",NA,"6.72x6.74x4.13","Excellent","Russia","Round","Excellent",NA,"2",NA
"9599",0.45,"AGSL","SI2","E","Excellent",NA,"Faint",NA,"4.89x4.91x3.05","Excellent","Botswana","Asscher","Excellent",56,"1",NA
"9611",1.11,"AGSL","VS2","D","Excellent",61.7,"Faint",NA,"6.66x6.65x4.11","Very good","Botswana","Princess","Excellent",NA,"2",NA
"9612",1.11,"AGSL","SI1","F","Excellent",NA,NA,NA,"6.75x6.72x4.06","Excellent","Russia","Princess","Excellent",59,"3",NA
"9618",1.38,"NA","VVS2","D","Excellent",62.6,"None",NA,"7.1x7.11x4.45","Excellent","Botswana","Round","Excellent",56,"4",NA
"9621",1.38,"AGSL","VS2","K","Excellent",61.5,"None",NA,"7.1x7.14x4.38","Excellent","Russia","Round","Excellent",60,"4",NA
"9622",1.7,"NA","VS2","I","Excellent",61.3,NA,NA,"7.67x7.61x4.69","Excellent","Russia","Princess","Excellent",59,"4",NA
"9633",3.01,"AGSL","VVS2","I","Very good",59.8,"Strong",NA,"9.3x9.34x5.58","Excellent","DR Congo","Round","Very good",NA,"2",NA
"9634",1.3,"GemEx","SI2","I","Excellent",62.6,"None",NA,"6.99x6.95x4.36","Excellent","DR Congo","Oval ","Excellent",NA,"3",NA
"9641",1.35,"AGSL","SI1","F","Excellent",59.6,"Faint",NA,"7.21x7.23x4.3","Excellent","DR Congo","Princess","Excellent",NA,"4",NA
"9649",1.4,"AGSL","SI2","G","Excellent",61.4,NA,NA,"7.17x7.18x4.41","Excellent","Other/Unknown","Round","Excellent",59,"2",NA
"9651",2.01,"AGSL","VS1","F","Excellent",62.4,"None",FALSE,"8.03x8.13x5.04","Excellent","Australia","Princess","Very good",54,"2",NA
"9654",1.4,"AGSL","VS2","I","Excellent",61.5,"None",NA,"7.14x7.18x4.41","Excellent","DR Congo","Round","Excellent",59,"4",NA
"9655",1.4,"AGSL","SI2","J","Excellent",61.7,"Faint",NA,"7.13x7.17x4.41","Excellent","Canada","Round","Excellent",NA,"4",NA
"9657",1.4,"AGSL","SI1","I","Excellent",62.1,NA,FALSE,"7.14x7.18x4.44","Excellent","Botswana","Princess","Excellent",59,"2",NA
"9661",1.4,"AGSL","VS1","D","Excellent",59.5,"None",NA,"7.3x7.33x4.35","Excellent","Angola","Round","Excellent",60,"2",NA
"9663",1.4,"AGSL","VS2","I","Excellent",59.6,"None",NA,"7.28x7.3x4.35","Excellent","Botswana","Round","Excellent",60,"4",NA
"9667",1.51,"AGSL","VS2","I","Very good",60.8,"None",NA,"7.47x7.49x4.55","Very good","Angola","Round","Excellent",55,"3",NA
"9675",1.4,"AGSL","VS1","F","Excellent",62.1,"None",TRUE,"7.13x7.17x4.44","Excellent","DR Congo","Princess","Excellent",56,"2",NA
"9694",1.34,"GemEx","SI2","J","Excellent",62.6,"None",NA,"7.04x7.06x4.41","Excellent","Botswana","Radiant","Excellent",57,"2",NA
"9698",1.34,"AGSL","VVS2","I","Excellent",62.4,"Faint",NA,"7.02x7.05x4.39","Excellent","Botswana","Pear","Excellent",58,"2",NA
"9699",1.2,"AGSL","SI2","G","Excellent",62.1,"Faint",NA,"6.81x6.84x4.24","Excellent","Australia","Round","Very good",NA,"2",NA
"9703",1.01,"AGSL","VS2","D","Excellent",62.1,"None",NA,"6.39x6.41x3.98","Excellent","Australia","Oval","Very good",54,"3",NA
"9717",1.34,"AGSL","VS1","E","Excellent",NA,NA,NA,"7.22x7.23x4.29","Very good","Russia","Round","Very good",60,"3",NA
"9718",1.34,"AGSL","SI1","I","Excellent",59.8,"None",FALSE,"7.16x7.19x4.29","Excellent","Russia","Round","Excellent",60,"3",NA
"9719",1.32,"AGSL","IF","D","Excellent",62.3,"None",NA,"6.98x7.04x4.37","Excellent","Australia","Round","Excellent",57,"2",NA
"9720",1.32,"AGSL","SI1","G","Excellent",62.4,"None",NA,"7x7.03x4.38","Excellent","Botswana","Round","Excellent",57,"2",NA
"9726",1.32,"AGSL","VS1","I","Excellent",61.6,"None",TRUE,"7.01x7.04x4.33","Excellent","Angola","Princess","Excellent",NA,"3",NA
"9732",1.32,"AGSL","SI1","J","Excellent",NA,"None",NA,"7x7.04x4.38","Excellent","Russia","Asscher","Excellent",NA,"2",NA
"9738",1.32,"AGSL","VS2","I","Excellent",60.9,"None",TRUE,"7.07*7.09x4.31","Excellent","Angola","Marquise","Excellent",59,"2",NA
"9740",1.32,"NA","SI2","F","Excellent",62.1,"Medium",NA,"6.99x7.02x4.35","Excellent","Russia","Asscher","Excellent",NA,"2",NA
"9742",1.31,"AGSL","IF","G","Excellent",NA,"None",NA,"7.08x7.12x4.32","Excellent","Botswana","Round","Excellent",NA,"3",NA
"9749",1.31,"AGSL","SI1","I","Excellent",62.1,NA,FALSE,"7x7.04x4.36","Excellent","Russia","Round","Excellent",57,"2",NA
"9750",1.31,"AGSL","VS1","F","Excellent",62.2,NA,NA,"6.97x7x4.34","Excellent","Other/Unknown","Round","Excellent",57,"3",NA
"9751",1.31,"AGSL","SI2","J","Excellent",NA,"None",FALSE,"7x7.02x4.36","Excellent","Australia","Round","Excellent",NA,"4",NA
"9753",1.31,"AGSL","SI1","I","Excellent",62.3,NA,NA,"6.98x7x4.36","Excellent","Botswana","Round","Excellent",NA,"2",NA
"9758",1.31,"AGSL","SI2","I","Excellent",62.5,NA,NA,"6.98x7.02x4.37","Excellent","Russia","Round","Excellent",57,"4",NA
"9764",1.31,"AGSL","SI2","I","Excellent",61.5,"Faint",NA,"6.99x7.03x4.31","Excellent","Australia","Round","Excellent",58,"4",NA
"9768",1.31,"NA","VS1","G","Excellent",NA,NA,NA,"7.02x7.05x4.35","Excellent","Canada","Oval","Excellent",58,"3",NA
"9769",1.31,"AGSL","VVS2","J","Excellent",61.9,"Faint",NA,"6.98x7.02x4.33","Excellent","Botswana","Princess","Excellent",58,"4",NA
"9772",1.31,"AGSL","SI2","G","Excellent",62.4,"None",NA,"6.98x7.01x4.37","Excellent","Botswana","Round","Excellent",NA,"2",NA
"9780",1.31,"AGSL","VS2","H","Excellent",61.5,"None",FALSE,"7.01x7.05x4.32","Excellent","Botswana","Marquise","Excellent",59,"4",NA
"9781",1.31,"AGSL","VVS2","H","Excellent",61.9,NA,NA,"6.97*7.01x4.33","Excellent","Australia","Round","Excellent",59,"4",NA
"9783",1.31,"AGSL","SI2","D","Excellent",62,"None",NA,"6.95x7x4.33","Excellent","Russia","Round","Excellent",NA,"3",NA
"9785",1.01,"AGSL","SI1","F","Excellent",61,"None",NA,"6.45x6.48x3.95","Excellent","South Africa","Round","Very good",59,"2",NA
"9791",1.01,"AGSL","SI1","H","Excellent",61.6,"None",NA,"6.39x6.44x3.96","Excellent","Botswana","Princess","Excellent",NA,"3",NA
"9797",1.01,"AGSL","VS2","E","Very good",62.7,"None",NA,"6.35x6.43x4.01","Very good","Angola","Round","Very good",NA,"2",NA
"9799",1.01,"AGSL","SI2","E","Very good",58.2,NA,NA,"6.58x6.6x3.84","Excellent","Botswana","Marquise","Excellent",NA,"2",NA
"9804",1.01,"GemEx","I1","G","Very good",59.3,"None",NA,"6.47x6.48x3.84","Good","Botswana","Emerald","Good",60,"1",NA
"9805",1.01,"AGSL","SI1","I","Excellent",59.5,"None",NA,"6.52x6.56x3.89","Excellent","South Africa","Round","Excellent",60,"3",NA
"9811",1.01,"AGSL","SI2","F","Very good",59.3,"Medium",NA,"6.51x6.6x3.89","Very good","Botswana","Round","Very good",61,"3",NA
"9813",1.01,"AGSL","SI1","I","Excellent",NA,"Faint",NA,"6.46x6.49x3.89","Excellent","Australia","Marquise","Excellent",61,"2",NA
"9815",1.01,"AGSL","SI1","F","Very good",61.7,"None",NA,"6.37x6.41x3.95","Excellent","Canada","Round","Very good",61,"2",NA
"9816",1.01,"AGSL","SI1","E","Very good",61.8,"Medium",NA,"6.4x6.49x3.98","Very good","Zimbabwe","Oval","Good",61,"2",NA
"9822",0.92,"AGSL","VS2","F","Excellent",NA,"None",NA,"6.21x6.25x3.84","Excellent","DR Congo","Round","Excellent",57,"4",NA
"9829",0.92,"AGSL","IF","G","Excellent",NA,"None",NA,"6.27x6.33x3.83","Very good","Botswana","Round","Very good",NA,"2",NA
"9832",0.92,"AGSL","I1","E","Very good",NA,"Faint",NA,"6.13x6.18x3.86","Excellent","Russia","Princess","Very good",NA,"1",NA
"9840",0.91,"AGSL","SI1","F","Excellent",61.9,"None",FALSE,"6.18x6.21x3.82","Very good","Australia","Marquise","Very good",NA,"4",NA
"9844",0.91,"AGSL","VS2","E","Excellent",NA,"None",FALSE,"6.17x6.22x3.87","Excellent","Botswana","Round","Excellent",57,"4",NA
"9847",0.91,"AGSL","SI2","L","Excellent",60.3,"Strong",NA,"6.28x6.3x3.79","Very good","Canada","Round","Excellent",58,"1",NA
"9852",0.91,"AGSL","SI1","F","Excellent",62.7,NA,NA,"6.16x6.18x3.87","Excellent","Russia","Princess","Excellent",58,"2",NA
"9854",0.91,"AGSL","SI1","I","Excellent",60.6,"None",FALSE,"6.23x6.25x3.78","Excellent","Botswana","Round","Excellent",NA,"1",NA
"9862",0.91,"NA","SI2","D","Excellent",61.2,"Faint",NA,"6.19x6.23x3.81","Excellent","Australia","Round","Excellent",60,"1",NA
"9870",0.9,"AGSL","VS2","L","Excellent",62.4,"None",NA,"6.14x6.16x3.84","Excellent","Canada","Cushion","Excellent",57,"1",NA
"9873",0.9,"AGSL","SI1","J","Excellent",62.6,"None",NA,"6.12x6.16x3.85","Excellent","Russia","Round","Excellent",57,"2",NA
"9878",0.8,"AGSL","VVS1","H","Excellent",NA,NA,NA,"5.97x6.01X3.67","Excellent","Russia","Emerald","Excellent",NA,"3",NA
"9879",0.8,"NA","VVS1","H","Excellent",61.7,"None",NA,"5.95x6x3.68","Excellent","Russia","Round","Very good",58,"3",NA
"9881",0.8,"AGSL","VS2","E","Excellent",61.9,"Medium",NA,"5.9x5.94x3.67","Excellent","Zimbabwe","Radiant","Excellent",NA,"3",NA
"9882",0.8,"AGSL","SI1","F","Excellent",62.1,"Faint",NA,"5.92+5.94x3.69","Excellent","Russia","Round","Excellent",58,"1",NA
"9883",0.8,"GemEx","SI2","F","Very good",62.3,"Medium",NA,"5.89x5.93x3.68","Good","Russia","Oval","Excellent",58,"1",NA
"9887",0.8,"AGSL","SI1","D","Excellent",62.5,"Faint",NA,"5.9x5.93x3.69","Very good","Botswana","Oval","Excellent",58,"1",NA
"9901",0.8,"AGSL","SI1","F","Very good",62.4,"None",NA,"5.92x5.95x3.7","Very good","Russia","Radiant","Very good",57,"1",NA
"9903",0.8,"AGSL","SI1","E","Excellent",62.6,"None",NA,"5.88x5.94x3.7","Excellent","Russia","Round","Very good",NA,"2",NA
"9912",0.8,"GemEx","SI1","E","Excellent",62.1,"None",FALSE,"5.91x5.95+3.68","Excellent","Other/Unknown","Marquise","Excellent",59,"3",NA
"9913",0.8,"AGSL","SI1","D","Excellent",62.2,"None",NA,"5.92x5.95x3.69","Excellent","Russia","Princess","Excellent",59,"1",NA
"9915",0.8,"AGSL","VS2","E","Very good",62.7,"Faint",NA,"5.9x5.92x3.7","Excellent","Botswana","Oval","Excellent",59,"3",NA
"9920",0.8,"NA","SI1","F","Excellent",60.1,"None",NA,"5.99x6.01x3.61","Excellent","Russia","Round","Excellent",60,"1",NA
"9921",0.8,"AGSL","VS1","D","Excellent",60.2,NA,NA,"5.99x6.03x3.62","Very good","Angola","Radiant","Excellent",60,"3",NA
"9926",0.73,"NA","SI1","E","Excellent",62,"Faint",NA,"5.73x5.77x3.56","Excellent","South Africa","Emerald","Excellent",57,"1",NA
"9929",0.73,"AGSL","SI1","H","Excellent",62.9,"None",NA,"5.73x5.75x3.61","Excellent","Canada","Asscher","Excellent",57,"1",NA
"9933",0.73,"AGSL","SI2","D","Excellent",NA,"Faint",NA,"5.73x5.77x3.58","Excellent","Angola","Round","Excellent",58,"2",NA
